# Constructed from biom file
Feature_ID	IM1_1	IM1_2	IM1_3	IM2_1	IM2_2	IM2_3	IM3_1	IM3_2	IM3_3	IM4_1	IM4_2	IM4_3	IP1_1	IP1_2	IP1_3	IP2_1	IP2_3	IP2_4	IP3_1	IP3_3	IP3_4	IP4_1	IP4_2	IP4_3	MM1_1	MM1_2	MM1_3	MM2_2	MM2_3	MM2_4	MM3_2	MM3_3	MM3_4	MM4_1	MM4_2	MM4_3	MP1_1	MP1_2	MP1_3	MP2_1	MP2_2	MP2_3	MP3_1	MP3_2	MP3_4	MP4_1	MP4_2	MP4_3
761bcf71bfc81c3926a75ff056123014	3.0	1.0	2.0	0.0	0.0	0.0	2.0	1.0	0.0	5.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	5.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	7.0	0.0	3.0	1.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	2.0	1.0	2.0
57a7fbfb655fb920b77632005bb96de2	3.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	6.0	4.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	4.0	3.0	0.0
03f7064154827dda110e4dffb56d263d	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	5.0	6.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
cc3efa393737d5851e1dbcd64ba8d82e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0	14.0	0.0	6.0	0.0	0.0	3.0
b7eaca89a377964817b6348d8a7624b5	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	4.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0
bb0a8acc6fa2f1589ded3ca2ec88f490	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	5.0	7.0	4.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
99e3977c29bf8280e178c793f62ce107	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
0e38e23e86195b405a221692a190029c	0.0	5.0	7.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7b526857343436237c3cca9ff499efdd	11.0	11.0	8.0	0.0	7.0	0.0	8.0	6.0	0.0	2.0	2.0	2.0	7.0	16.0	10.0	13.0	0.0	14.0	0.0	16.0	16.0	5.0	7.0	11.0	5.0	0.0	0.0	0.0	13.0	6.0	0.0	0.0	0.0	0.0	3.0	5.0	7.0	11.0	13.0	0.0	10.0	15.0	20.0	11.0	0.0	7.0	6.0	3.0
cbf1967a775868c542435609b478a934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a91768601d53da785c8ff1e63c5b79f8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	14.0	4.0	0.0	2.0
39a19c6773799064933938b7d0591611	0.0	9.0	13.0	0.0	16.0	17.0	36.0	16.0	0.0	13.0	6.0	9.0	0.0	11.0	0.0	19.0	20.0	14.0	0.0	23.0	0.0	6.0	8.0	6.0	0.0	0.0	16.0	0.0	0.0	22.0	17.0	0.0	0.0	18.0	9.0	17.0	10.0	15.0	15.0	13.0	0.0	0.0	0.0	11.0	20.0	7.0	8.0	9.0
67c00424c626cbad624edcfe7a848cd9	3.0	0.0	6.0	0.0	2.0	0.0	0.0	0.0	8.0	0.0	3.0	1.0	3.0	0.0	4.0	0.0	0.0	0.0	0.0	7.0	0.0	1.0	1.0	0.0	0.0	5.0	5.0	8.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	2.0	12.0	8.0	9.0	4.0	8.0	5.0	13.0	9.0	9.0	0.0	0.0	0.0
aca3990b2cd15fdda88c1dbcdc775b73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2402f0b29068274dd5cd9583a950fdb9	0.0	7.0	69.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	2.0	5.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	4.0	0.0	23.0	54.0	5.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	2.0
4e9c78f474c88236450d298bbbe90758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0
d430d02babe55a702273a5bc0d891dc0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
3fda719ee1a7224d54de9316f43b4ca2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	5.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
84d55bcc480ae3af5ed9253833541f4b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0809c2d20cac91250e231622f52817fc	4.0	2.0	0.0	3.0	0.0	5.0	0.0	0.0	0.0	4.0	1.0	0.0	6.0	0.0	6.0	0.0	0.0	12.0	3.0	0.0	0.0	8.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
cc9de79b40bb56161bd37ad38901c8ca	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
8f03a19d922ca6f90ae1b5865e8c8de2	3.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	3.0	2.0	0.0	1.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	6.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	3.0	4.0	0.0	0.0	1.0	1.0	3.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	5.0	0.0
b7cff136b59e33f6a01506a9ccbdab80	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	3.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e23029b613f2a8d787e37ef8cb299a0d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	5.0	0.0	0.0	3.0	5.0	4.0	0.0	2.0	0.0	3.0	0.0	0.0	10.0	8.0	14.0	4.0	6.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0
9f99ca874350fe7b6580f31cab537fc6	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c024a40e9fa403ebf9260253a5ea0833	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0
122ceeb657b740851f20b3338f945bf4	9.0	17.0	28.0	9.0	18.0	6.0	12.0	9.0	8.0	19.0	2.0	14.0	6.0	0.0	9.0	6.0	11.0	0.0	6.0	0.0	4.0	5.0	5.0	3.0	14.0	22.0	29.0	7.0	0.0	4.0	11.0	10.0	23.0	28.0	5.0	23.0	4.0	9.0	5.0	0.0	0.0	11.0	0.0	0.0	6.0	2.0	6.0	0.0
24c915280b73b47d6e7d875177d6ce03	0.0	0.0	0.0	0.0	6.0	0.0	10.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0
2aed1297a2629a88836d330d49f26add	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	6.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	8.0	9.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	5.0	9.0	11.0
8d63244e1ab6371fd24c5a18482dca5b	13.0	9.0	12.0	19.0	19.0	12.0	25.0	51.0	34.0	43.0	19.0	22.0	13.0	14.0	27.0	63.0	29.0	14.0	34.0	26.0	16.0	15.0	19.0	25.0	18.0	20.0	23.0	23.0	17.0	20.0	29.0	60.0	28.0	44.0	22.0	27.0	20.0	19.0	20.0	22.0	49.0	26.0	32.0	23.0	34.0	23.0	34.0	40.0
4d9c277c78a21f7cd8b08de52247af79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
cb8f181c851d5228ee44eddef96da2ce	10.0	9.0	12.0	26.0	17.0	17.0	44.0	19.0	31.0	9.0	6.0	12.0	22.0	12.0	11.0	21.0	27.0	21.0	18.0	33.0	29.0	9.0	16.0	19.0	11.0	0.0	0.0	0.0	19.0	26.0	33.0	31.0	21.0	12.0	13.0	17.0	0.0	9.0	14.0	31.0	27.0	26.0	21.0	43.0	40.0	20.0	17.0	8.0
bb26498cfaae2bf81ee9a60ba09431bd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
fde51896d529f944b8a853ecf4f97cd3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0
5baf65dcd384f884ad6f054dba4ef415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	3.0	4.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	5.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	7.0	3.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	7.0	7.0
